TIME,year,month,T#AE#EU,T#AL#EU,T#AO#EU,T#AT#EU,T#AU#EU,T#BA#EU,T#BE#EU,T#BG#EU,T#BR#EU,T#BY#EU,T#CA#EU,T#CH#EU,T#CL#EU,T#CN#EU,T#CU#EU,T#CV#EU,T#CY#EU,T#CZ#EU,T#DE#EU,T#DK#EU,T#DZ#EU,T#EE#EU,T#EG#EU,T#ES#EU,T#FI#EU,T#FR#EU,T#GB#EU,T#GR#EU,T#HK#EU,T#HR#EU,T#HU#EU,T#IE#EU,T#IL#EU,T#IN#EU,T#IS#EU,T#IT#EU,T#JP#EU,T#KR#EU,T#KW#EU,T#KZ#EU,T#LB#EU,T#LI#EU,T#LT#EU,T#LU#EU,T#LV#EU,T#MA#EU,T#MD#EU,T#MK#EU,T#MT#EU,T#MX#EU,T#MY#EU,T#NG#EU,T#NL#EU,T#NO#EU,T#NZ#EU,T#PL#EU,T#PT#EU,T#RO#EU,T#RU#EU,T#SA#EU,T#SE#EU,T#SG#EU,T#SI#EU,T#SK#EU,T#TH#EU,T#TN#EU,T#TR#EU,T#TW#EU,T#UA#EU,T#US#EU,T#ZA#EU,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione
2012-09-01,2012,9,381820.14,47054.43,128500.14,6689787.0,648087.71,235740.43,5212235.57,393233.71,32667.71,63648.29,997312.43,10842827.86,277214.71,462903.86,,26953.71,131792.43,2856700.71,39683859.86,3410645.71,,619760.14,308162.86,2286067.57,1408791.43,20056558.0,13231425.71,740318.43,66698.14,543387.71,1076541.0,1181697.0,455271.43,112849.0,249929.86,9135114.86,291961.0,1898074.14,32505.0,25016.57,121820.71,187341.57,879363.0,660664.86,173622.29,410705.71,42457.0,164719.0,41845.86,214409.0,35955.86,33830.43,16818038.43,3462545.0,104028.0,4296631.57,1047567.71,808830.57,1241008.57,322784.86,4972819.14,37613.71,1299467.43,1782380.57,,127270.71,3569019.43,,338435.86,2722023.29,425530.43,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2012-10-01,2012,10,389120.29,40946.86,126476.14,6578672.14,541185.14,218842.29,5010684.0,402427.71,31503.57,46671.71,1026713.29,11039188.29,306010.43,533480.71,,24355.14,148561.29,2785077.29,39897206.57,3409285.57,183185.0,606213.14,312236.0,2204614.86,1366704.71,19917301.0,13378498.71,774970.86,76401.86,522014.86,1098416.86,1062618.43,449057.71,114678.14,240869.43,9398438.86,345744.14,2098495.0,34646.86,26054.14,128744.43,190808.71,873552.29,708734.29,170287.14,489636.14,45307.14,165029.43,44559.0,221633.14,42988.86,41411.0,16893777.43,3439796.43,,4171991.0,1086297.71,846166.57,1187044.14,327154.71,5031703.71,45431.57,1298455.43,1808853.0,,,3659230.86,,355946.29,2791801.14,472134.71,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2012-11-01,2012,11,397050.29,42569.14,137512.86,6755267.43,561802.57,201977.43,5014252.14,353484.86,38943.0,50601.43,982235.71,11144967.29,328453.0,,,,161848.14,2681947.71,40337639.14,3476031.57,176210.14,606001.86,285797.0,2293708.14,1346940.71,19682281.57,13271280.71,731173.43,75200.29,544907.71,1066348.14,1096235.14,458700.0,103914.43,243997.43,9535120.29,390708.29,2373308.14,21827.43,28255.57,131373.43,210489.14,870822.0,670210.71,161460.43,594876.43,47528.14,161622.29,41092.29,214576.43,46925.57,35063.0,17244696.86,3486980.0,,4120173.71,1147071.0,886549.71,1171365.43,295147.29,5106441.43,58999.29,1323811.43,1863775.43,,,3649154.14,,355793.14,2972818.0,463514.43,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2012-12-01,2012,12,382664.14,38646.0,141865.14,6109477.71,583813.43,188719.29,4365391.0,320893.14,40651.43,44639.86,880113.43,10436938.86,321536.57,554699.0,,,162572.57,2427967.14,37478806.86,3269745.71,143981.57,563426.43,312440.29,2129901.14,1202320.43,18413484.0,11944054.86,657957.86,69592.43,494737.57,1013981.71,1016259.0,470207.71,110118.0,224324.29,8820414.71,391805.43,2229598.29,30971.29,47686.14,123702.43,188448.43,817591.14,658653.43,172090.0,,45245.43,149794.0,26808.43,210568.57,27417.86,37205.71,16405780.29,3279298.0,146619.29,3831345.57,1117056.0,834226.14,1166456.29,306953.57,4744057.86,64162.86,1208665.0,1728992.43,,192504.0,3490544.0,,327514.86,2981973.86,470580.57,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2013-01-01,2013,1,367193.57,38313.57,144471.29,6126026.57,551028.86,181643.43,4347974.0,297713.43,37694.0,43471.57,857507.29,10334698.43,296251.57,566693.57,,,152230.71,2417453.29,38201679.86,3344963.0,103883.43,572523.86,349895.0,2001393.0,1175473.71,17630001.86,11790383.14,636791.29,71436.57,488452.71,1083511.29,1198325.0,495024.43,87502.14,258951.57,8766305.43,388908.43,2445246.71,44003.43,47803.29,108527.86,192854.0,882594.43,633370.86,183088.57,698566.71,49061.29,136640.43,23281.43,232011.43,18675.57,50398.71,17024196.86,3234513.57,160136.0,3632253.0,1119171.71,827805.86,1041223.71,316948.57,4735732.57,,1054947.0,1708671.14,,216552.14,3399894.0,,319917.14,3020597.29,517454.29,44968.76,35124.17,44204.86,41118.26,28430.69,49308.56,2.59,2.78,,,2.3,1.53
2013-02-01,2013,2,353004.43,34525.86,148718.86,6160684.43,465967.71,172419.29,4712966.71,291542.14,48601.71,42454.86,838682.43,10116239.86,295540.86,560901.57,,,136886.43,2310689.57,37888025.57,3578039.71,78512.29,564427.86,335260.0,1977186.14,1205812.29,17438155.43,11689104.14,591688.43,71670.57,489981.43,1125688.29,1182924.29,504526.86,144765.71,261172.43,8543121.43,426272.0,2647982.71,45771.29,78081.86,110005.29,201454.14,997058.71,630022.57,187034.29,674300.43,57150.86,128292.14,32832.0,202770.43,17597.29,53105.86,17237252.0,3370369.86,154596.43,3457859.86,1159927.57,812340.14,971010.29,324978.29,5101240.14,,1067330.71,1768395.86,41671.14,245330.71,3375067.14,,289681.43,3108011.0,534424.43,45266.96,35196.82,44553.87,41365.67,28538.44,49673.29,,,,,2.15,1.36
2013-03-01,2013,3,293855.0,39335.14,155049.14,6305911.29,508412.0,161353.0,4868119.43,313969.29,46696.86,37657.71,832484.14,10295797.71,266728.29,631015.14,,,117662.0,2318679.14,38906386.29,3635177.86,71660.29,602272.86,356762.14,2169492.86,1219165.86,18442595.71,12014544.14,567386.71,70573.71,501513.14,1116021.43,1065961.14,517712.29,143262.14,257184.29,9138419.29,436104.71,2834757.0,53724.57,72330.14,137153.71,199614.29,1034874.29,663704.43,189076.14,756801.29,57614.14,105094.43,,195374.0,17848.86,70138.71,18006123.57,3445386.29,168829.43,3437231.43,1320242.0,817033.43,1030161.86,296946.0,5194108.0,,1164080.71,1770856.0,44542.14,269858.14,3502034.14,38469.71,293005.0,3244787.14,484143.14,45565.16,35269.48,44902.88,41613.08,28646.19,50038.02,,,,,,
2013-04-01,2013,4,326288.86,40478.43,172781.29,6600490.29,480747.43,165719.57,4925038.86,344302.14,59041.14,39685.0,761126.86,10466137.86,255543.14,624867.71,,,102116.43,2264535.86,39325397.43,3732098.0,52243.0,612348.14,346341.86,2186335.29,1183110.57,18332510.57,12476667.14,611217.0,46315.57,495959.71,1048716.86,1029020.86,504654.14,162025.71,266575.57,9012334.86,434463.86,2919749.0,60314.43,80350.14,123291.86,201345.86,1093834.14,642969.43,203946.43,741663.86,57037.57,89814.14,,183655.43,21706.14,67057.29,17796909.43,3485982.0,160446.71,3474496.57,1307453.71,811101.29,1093296.86,289943.43,5362533.57,,1165974.29,1699294.0,44274.29,236572.86,3677755.0,36361.14,315941.14,3360085.0,486250.14,45863.36,35342.13,45251.89,41860.49,28753.94,50402.76,1.85,2.0,1.72,1.33,1.85,1.02
2013-05-01,2013,5,329534.57,40643.29,190430.29,6693023.14,513036.0,172033.71,5047826.43,322636.43,55865.0,47991.43,789418.43,10315155.0,265775.29,594356.86,,,86843.57,2267416.29,38851260.0,3773236.43,64902.0,637705.86,297366.0,2115585.57,1183913.71,18064290.0,12634285.14,770879.0,41047.57,504525.71,1003180.43,992315.57,513495.71,155304.0,256648.29,8741795.14,383902.86,2969289.71,63100.71,79539.43,131014.29,173748.71,1131912.29,578521.43,207934.0,716392.29,55204.0,93464.86,,198102.71,14740.71,57500.0,17260355.0,3539113.43,143799.0,3485831.0,1238593.43,759811.86,1114443.29,270740.14,5492940.71,,1150483.57,1582699.86,37689.57,202526.57,3668768.86,33101.71,297506.71,3496245.43,503207.71,46161.55,35414.78,45600.9,42107.9,28861.69,50767.49,1.61,1.74,1.65,1.18,1.71,0.85
2013-06-01,2013,6,289401.14,35304.14,178211.71,6668932.14,586664.71,199452.57,5159516.29,330545.0,53017.0,48760.29,858438.0,10361456.29,278914.29,585413.29,,28219.43,74004.57,2339315.43,38775963.0,3820452.71,88873.86,677721.71,340303.57,2093339.0,1172180.43,18231310.29,12538170.29,809190.57,38592.29,474714.14,1007619.0,962549.29,526493.57,161333.71,279995.29,8736531.43,387721.86,2811776.43,71138.43,84371.0,140807.71,152827.0,1182079.14,577097.71,228144.0,659425.71,62758.29,97418.71,,201766.71,21959.14,57991.0,17133855.29,3406602.71,152113.0,3567664.71,1222152.57,716039.29,1150890.0,275762.29,5449609.43,,1138736.29,1537958.14,34274.29,188013.43,3718791.71,36553.14,318111.43,3542856.71,517927.86,46459.75,35487.43,45949.91,42355.31,28969.43,51132.23,1.36,1.48,1.58,1.02,1.56,0.68
2013-07-01,2013,7,380222.29,36118.14,168524.71,7113091.14,613334.43,230746.29,5249780.0,392987.14,57108.43,51492.71,932891.14,11193264.14,295631.14,590375.14,,25807.43,219497.14,2468165.57,41521461.14,3936611.29,91986.86,720780.71,297127.0,2120238.43,1211149.71,19427538.0,13591276.57,899464.29,49216.14,511726.86,1008391.71,932846.14,503244.14,170269.57,288607.71,9582801.57,372279.29,2956842.43,62267.43,63473.86,153340.29,192951.57,1242028.29,616271.14,212655.43,704714.86,71623.86,114622.71,,204709.0,28976.0,91461.0,17908923.0,3444283.57,141511.86,3863235.14,1276962.0,768959.71,1322204.14,270336.0,5351549.86,,1197849.14,1694178.29,33833.0,184275.71,3841640.29,54558.29,353122.86,3835661.86,553839.86,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
2013-08-01,2013,8,396420.0,33836.86,172511.86,7032748.57,697935.57,238204.29,5092516.86,424465.57,61656.29,57545.0,928080.0,10871677.57,284456.71,586530.71,213446.14,19511.86,216018.43,2460819.43,39742217.0,3949516.71,91779.71,715087.43,286512.14,2101789.43,1131263.0,18350472.0,13536923.14,904498.57,46522.14,519447.14,969709.57,778007.14,492731.0,162373.43,260310.57,8857185.0,394043.43,2734244.14,47890.86,73796.86,169598.71,201385.71,1231105.0,596829.86,208872.86,683670.57,70620.43,125322.86,,213013.29,28388.29,80155.43,16764969.14,3398848.71,120518.0,3876403.0,1205921.0,760293.14,1400880.0,288241.71,5387696.86,47006.86,1229513.57,1682232.14,,149665.0,3653537.14,,387374.43,3858956.71,527315.14,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
2013-09-01,2013,9,389018.71,32781.71,162324.71,6978128.86,811629.71,256892.57,5009265.86,472806.43,66379.57,60508.71,852874.0,11154284.43,272813.71,644468.14,228006.57,20127.86,215295.43,2569854.86,40274589.43,3955168.29,,742203.29,299267.71,2149812.71,1131282.14,18463947.43,14044381.86,1009747.43,42820.0,526638.71,986764.71,620858.43,531783.0,109055.14,255149.43,9361704.14,395171.43,2641381.29,65845.0,37814.14,180843.57,217343.0,1194026.14,647033.29,247455.71,757629.71,64081.14,143473.71,,240187.57,32530.29,95572.14,16959038.43,3396068.14,122222.57,4031669.14,1166414.57,772431.71,1472413.57,318163.0,5374930.43,35304.57,1218190.14,1674224.43,,143566.29,3766724.57,,416293.14,3896296.29,547267.29,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
2013-10-01,2013,10,388117.29,25223.0,161655.0,7075570.0,807260.57,290728.14,5121211.57,487111.14,59999.71,69841.71,915573.86,11472571.43,283480.0,704098.14,216727.86,20395.14,225006.29,2522757.71,41058939.0,4110061.14,,787144.43,306741.0,2282987.57,1138218.14,18478014.0,14415428.14,1106838.57,43658.43,552908.86,1027560.0,654441.0,547761.0,112178.71,282837.57,9869205.57,436659.14,2586780.57,58040.86,42872.0,174733.86,227664.71,1229395.71,686664.43,267492.14,823778.86,64599.57,143928.57,47026.14,,42032.0,98603.86,17244330.0,3476264.43,137770.14,4325429.86,1183426.0,792914.29,1545423.57,342365.86,5335234.57,43575.14,1231857.14,1644234.0,,122266.86,3660210.71,,451152.29,4005106.86,574321.0,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
2013-11-01,2013,11,373731.57,21583.86,144335.86,6887853.14,823210.43,299730.14,5199556.86,496652.29,53709.86,71355.0,910778.57,11426657.43,328645.86,755505.29,208271.86,19946.0,236723.14,2600408.43,40828010.71,4040305.57,,787776.43,326468.29,2357332.0,1165980.0,18512201.86,14198508.14,1127160.29,56744.57,563086.71,1091343.71,680060.57,539120.29,111416.86,262048.29,10203308.0,474775.86,2561657.86,55585.71,37649.14,178557.71,226418.43,1214920.14,669799.29,259645.29,903163.57,61192.43,157994.57,43083.43,327960.0,34983.29,,17528477.29,3427483.86,128506.43,4356459.0,1188710.14,776156.71,1515711.43,391478.71,5369234.71,45613.71,1264960.57,1724413.43,,119371.71,3511631.0,,437270.14,4066495.86,548264.14,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
2013-12-01,2013,12,400156.86,26118.14,128077.0,6336320.57,938104.43,306292.43,4997494.86,513657.57,64289.0,61410.14,892811.86,10729337.57,271032.14,810819.86,179566.0,17030.71,241077.71,2438280.86,38180256.29,3886933.14,,782853.0,352419.43,2306238.29,1062236.86,17590343.71,13660502.57,968638.71,57629.86,522346.14,1051070.0,757733.29,523931.0,113859.57,256645.71,9872227.0,478013.71,2482456.57,50488.86,38401.86,156443.14,217845.0,1196655.71,672303.0,272353.71,937690.43,56627.29,142841.71,27339.57,305745.14,34787.71,,17036139.29,3206868.14,130184.57,4232427.0,1158103.0,735679.0,1540860.57,397766.0,5155607.29,43699.86,1219680.43,1656632.71,,146426.14,3478903.14,,476220.43,4094907.71,530876.14,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
2014-01-01,2014,1,435646.0,24623.86,113241.29,6279050.0,865139.43,273582.29,5068425.14,517936.43,59803.57,56426.86,818809.57,10564897.14,256895.71,831352.14,,15363.71,241759.14,2485523.43,38946365.29,3824673.43,,758609.86,347777.57,2347620.57,1062707.29,18054521.71,13831232.0,944127.71,57582.43,521010.14,1074531.57,766475.71,511009.71,107130.43,268619.71,9867930.14,464483.29,2633364.0,54424.71,33641.57,148802.0,230753.43,1231769.43,687685.86,254165.86,957967.57,46643.14,136535.71,37866.14,315118.71,22842.86,,17682661.0,3332043.43,123799.29,4211594.43,1186714.14,712208.71,1464603.57,419162.86,5324765.14,46622.29,1217537.43,1643059.71,,165849.0,3379302.57,,458263.29,4132055.0,559330.29,46901.68,35560.89,46545.34,42669.27,29139.53,52104.93,1.0,1.08,1.42,0.81,1.19,0.46
2014-02-01,2014,2,401564.86,29980.0,118837.71,6201786.71,802025.71,253736.71,5395467.86,476445.43,59998.29,55731.29,777558.43,10447260.29,255398.57,899274.29,,17924.86,90077.57,2630914.43,39161356.0,3863008.29,,767832.29,417990.0,2445524.29,1112886.0,18015178.86,13897768.57,945474.43,42933.71,535805.57,1102318.57,782210.29,523361.0,95653.86,275029.0,9655822.43,485843.71,2781519.86,56810.29,,142827.43,243108.0,1302818.0,649179.71,267376.0,980672.86,38183.71,129651.14,34257.43,345249.57,27698.57,,17654968.43,3552540.29,157535.14,4254221.14,1185811.43,713511.86,1292896.57,439731.71,,46336.86,1295168.86,1603056.71,,214111.43,3368982.71,,447537.57,3957975.43,515917.86,47045.41,35561.69,46791.76,42735.81,29201.89,52712.91,0.89,0.94,1.33,0.76,0.96,0.42
2014-03-01,2014,3,443551.86,35783.29,105764.0,6558016.29,797741.71,280359.43,5689109.0,486430.29,70870.43,53503.29,780386.57,10971866.0,248667.0,1029611.71,,20048.71,113433.71,2768492.43,41794111.14,3887718.71,,775636.0,432453.29,2655176.29,1201357.29,19673965.57,14613375.57,1011655.71,57707.29,556943.71,1163449.0,865444.86,569759.43,95043.86,278436.0,10645215.29,502594.57,3134099.86,56632.0,,139319.43,252883.0,1311621.57,714314.29,281899.71,1023648.71,47361.43,133507.14,33593.0,371789.71,28041.86,,18498901.43,3703954.71,178368.0,4639230.29,1276301.71,782588.43,1202843.43,413053.86,,39382.71,,1574962.57,28252.86,231829.43,3769001.86,41409.0,417007.71,4169165.0,535091.86,,35562.5,,42802.36,,,,,,0.71,,0.37
2014-04-01,2014,4,489620.86,39512.14,118113.86,6913556.0,796184.86,279806.29,5895594.57,470836.0,74508.43,52940.0,756022.0,11070213.86,242056.86,1052749.86,,20463.71,116338.86,2925176.0,41929270.57,3837528.0,141931.14,823038.71,469420.43,2698666.86,1185802.57,19782746.14,14539920.86,995367.0,66708.29,573113.57,1178785.43,915634.0,515904.14,94527.43,332839.71,10513167.57,500003.29,3349584.57,33948.0,,139239.71,256529.86,1388062.43,699665.43,266884.57,1048935.71,55956.0,134813.29,36716.29,367883.43,24149.57,,18569493.29,3770677.0,192109.86,4782547.14,1344308.0,815530.0,1210961.57,341508.14,,39343.0,,1530698.14,31746.57,215603.43,3794366.29,49538.43,397101.86,4451605.29,498292.86,47332.88,35563.3,47284.61,42868.91,29326.59,53928.85,0.67,0.66,1.16,0.66,0.52,0.32
2014-05-01,2014,5,473830.57,46191.57,122680.71,7060849.0,765670.71,276184.57,5796435.0,446212.86,83096.0,48267.86,686152.57,11019354.43,263965.14,1099207.57,,23856.86,113786.29,3172182.43,41732826.0,3852399.14,154864.43,809252.57,495592.29,2606541.71,1178297.0,19716170.29,14543489.86,974125.71,67653.57,575004.0,1211205.86,1026031.29,512788.14,90849.86,289217.71,10411033.71,472387.71,3428263.57,53745.0,,97189.29,267432.43,1384724.29,700675.14,251548.71,993965.0,55189.43,127289.29,46952.57,321174.29,14540.0,,18449653.57,3737941.43,176028.29,4706033.0,1305784.0,882772.14,1103826.57,316749.57,6248913.71,31331.29,1543550.43,1616974.71,33740.86,261113.14,3832431.29,52935.0,345717.14,4617183.71,491482.86,47476.61,35564.11,47531.03,42935.45,29388.95,54536.82,0.56,0.52,1.08,0.61,0.29,0.28
2014-06-01,2014,6,519930.86,42169.14,124826.0,7157266.29,736485.0,266661.57,5757542.57,423116.29,86793.43,50654.14,697166.14,11134711.43,221822.29,1108782.57,,27506.57,105509.86,3340842.43,41900773.14,3861637.71,170189.71,857527.14,447985.29,2645918.14,1182665.0,19869545.57,14796153.0,985380.57,59491.71,578080.86,1250986.57,1116209.57,546235.0,79289.0,316996.29,10240528.71,472316.29,3440501.29,48316.43,,104618.71,283734.29,1412595.0,750711.29,260881.0,1009135.86,52800.14,137271.0,55745.0,357922.71,17836.29,128580.0,18524887.14,3716057.29,180534.71,4788685.71,1364152.0,,1041763.29,266312.71,6252201.43,29335.0,1533821.57,1525244.14,38695.71,283437.29,3836956.86,42755.29,322458.0,4852158.43,492518.71,47620.34,35564.92,47777.45,43002.0,29451.3,55144.79,0.45,0.38,0.99,0.56,0.07,0.23
2014-07-01,2014,7,554190.57,42310.71,139724.71,7785106.14,630617.14,262607.0,5827524.71,425851.14,86375.43,53942.86,709947.57,12068792.86,268040.29,1186537.29,,27566.0,106790.0,3763315.57,44517089.0,3939721.86,187758.43,858853.29,478431.43,2811732.14,1221807.0,21273807.14,15672863.86,1050579.71,58030.43,630131.29,1314222.0,1160521.29,538784.29,72610.0,368461.57,10726200.57,463992.14,3573634.43,48541.14,,129616.71,312776.86,1466147.14,778002.43,278705.14,1052546.43,57564.29,158858.86,77714.0,358225.0,24715.57,65474.86,19380495.71,3579226.0,198317.0,5027087.43,1559987.57,,1063995.29,252202.0,6100555.86,25916.57,1631231.43,1587765.0,28688.86,254664.71,3934180.86,,303371.14,5134258.14,504005.43,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76,0.34,0.24,0.91,0.51,-0.15,0.18
2014-08-01,2014,8,518019.57,43527.14,219812.0,7802807.43,680587.0,259853.71,5603759.43,441130.0,84585.0,55538.0,666486.0,11879908.0,221125.57,1146072.43,,33689.14,103185.43,3865351.86,42223191.43,4007475.0,164029.29,864088.57,453615.43,2708427.86,1150267.86,19502315.71,15346838.14,1028557.86,58504.0,643261.0,1281576.71,1120522.43,515009.57,63311.14,321085.57,9874307.71,458500.14,3339423.14,,,137002.14,298358.57,1416939.29,750097.0,,1104753.86,62679.57,153334.57,67168.14,368470.43,27954.86,67572.57,17787318.43,3462316.29,216123.29,4929903.14,1392324.86,1154772.86,1108629.57,263513.86,5863390.43,18954.86,1609174.57,1538312.14,30909.0,216530.86,3981818.29,,294873.86,5122513.0,465671.43,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76,0.34,0.24,0.91,0.51,-0.15,0.18
2014-09-01,2014,9,489851.0,38382.86,,8009694.71,703187.43,263441.57,5680025.29,446675.57,76836.86,53776.0,676247.43,12222156.29,191852.14,1091136.86,194851.86,35086.86,106282.14,3914848.0,42832313.14,4222434.71,172086.57,896656.86,387150.14,2851773.86,1156539.0,19695271.71,15742800.86,1025553.14,59503.29,630526.0,1351179.14,1096044.43,506744.57,61113.43,348847.14,10291678.71,462728.29,3129133.14,,54486.14,142253.29,282705.86,1409222.43,803942.57,,1106619.14,66288.0,165030.86,63938.0,335813.29,16232.43,60576.0,17970498.86,3488577.71,215015.86,5025675.14,1548468.57,1228966.29,1152841.57,244920.57,5988755.43,26731.0,1572621.14,1517283.71,38520.43,187644.57,4129502.29,,294314.0,5207883.43,493313.71,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76,0.34,0.24,0.91,0.51,-0.15,0.18
2014-10-01,2014,10,501689.86,36677.86,243305.29,7967931.29,691253.43,239845.57,5646777.0,460729.57,64981.0,47189.86,659784.71,12534634.29,201294.43,1108680.71,,34382.0,94339.29,4014068.57,42592630.43,4238560.43,148366.57,922952.57,433596.86,3112420.29,1097983.86,19575572.0,15892077.86,1057077.0,,647810.57,1404526.57,1091506.86,450638.14,61088.71,346926.86,10729936.86,458668.0,2801464.71,,63306.29,145455.57,273628.86,1450387.43,799933.29,,1140664.43,60687.71,156398.14,74446.86,307659.29,22056.29,42163.71,18050111.29,3552180.71,215734.29,5067975.86,1672915.43,1302797.86,1274200.57,269726.43,5981871.71,38940.43,1580279.0,1546395.57,32760.0,240825.29,4051867.14,,317610.57,5474806.43,493728.43,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76,0.34,0.24,0.91,0.51,-0.15,0.18
2014-11-01,2014,11,450263.43,36080.86,270173.43,7570365.57,640912.86,226878.43,5436777.71,458981.29,47631.86,44054.43,687601.57,12236352.71,195094.14,1142518.57,,38058.43,109089.86,3895514.86,42415603.71,4220207.43,131038.86,893514.29,417047.57,3318453.29,1037181.29,19222109.57,15897391.0,1036005.57,45795.43,640964.57,1448519.71,1168671.29,,55027.71,282887.14,10996813.57,441386.43,2397468.14,,,143518.29,265114.29,1404514.86,742046.29,551601.86,1101485.57,52328.43,134688.57,84814.43,307387.86,21801.29,28762.0,17815929.86,3534572.43,238099.71,5053264.0,1688551.0,1329104.71,1277053.14,302034.43,5881834.57,39823.86,1581624.57,1544508.57,30214.43,278943.71,3979822.0,,297594.29,5312224.14,476303.14,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76,0.34,0.24,0.91,0.51,-0.15,0.18
2014-12-01,2014,12,449056.43,29465.0,250653.57,6888400.43,687118.57,206706.0,5312451.0,452869.71,41501.0,46873.86,676355.14,11544710.29,175226.0,1087755.14,,33709.14,99842.57,3737486.43,40126956.86,3989936.43,143418.43,885884.86,401953.29,3281195.14,961593.29,18288804.71,15638782.86,1045490.0,44914.86,602130.57,1470070.43,1127619.14,424776.71,61007.86,297118.29,10342851.0,453202.0,2345743.14,,,166728.43,245833.86,1350621.43,714545.57,593683.86,1103710.43,44667.86,144344.86,78187.86,313031.0,29946.0,31697.57,17121779.57,3447380.0,221242.71,5015720.29,1682335.86,1283526.57,1298899.57,307737.71,5889866.57,52705.0,1468874.29,1380750.71,45057.71,232995.71,4057042.0,,286515.43,5415545.14,529656.71,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76,0.34,0.24,0.91,0.51,-0.15,0.18
2015-01-01,2015,1,445071.86,29097.43,238048.29,6768037.0,693883.0,186679.43,5342467.0,461929.43,31990.43,37816.86,608368.43,11347544.0,161601.14,1119605.71,,32512.14,89345.71,3712147.57,40784062.14,3891244.14,131248.43,838749.29,438942.71,3318991.0,874642.71,18309946.0,15712834.57,974202.71,37686.71,610377.14,1462990.29,1143269.71,414829.57,55579.43,334127.71,10357401.86,436128.0,2221726.57,,,153092.86,226250.71,1330701.86,683595.57,658040.43,1042568.0,45513.0,125104.71,68667.43,295181.43,45180.0,37273.71,17662782.29,3445280.86,227315.86,5382673.71,1704909.86,1299686.57,1212061.86,276287.0,5979666.43,56012.86,1551258.0,1381992.71,38395.71,232510.14,4054901.57,,291228.29,5327245.86,545329.0,46798.96,,47035.21,,28976.61,56670.84,0.37,0.21,0.85,0.44,-0.2,0.12
2015-02-01,2015,2,391635.43,22994.43,218078.29,6734685.71,695923.57,180150.29,5523177.71,435715.14,23511.57,32139.71,574286.57,11133796.86,118789.86,1121329.71,,39060.86,91280.0,3615042.43,41020102.71,3961534.14,122250.29,864362.29,393796.14,3407861.86,873996.86,18329736.0,15938859.29,924274.57,40820.86,630339.43,1496705.29,1108443.43,426759.57,63409.43,287714.0,10395501.43,452709.86,2099922.43,,,121779.43,208707.43,1258276.86,660335.43,727137.43,999810.86,41053.57,114686.0,51932.86,339026.71,42589.43,51402.14,17314257.14,3745707.43,208697.86,5401391.0,1679577.0,1281183.71,1135692.57,315028.43,6346332.86,64646.71,1543216.29,1371829.14,40400.71,270520.43,4125903.0,,263876.71,5296707.57,557744.0,,,46046.55,,,57588.91,0.4,0.18,0.79,0.37,-0.25,0.05
2015-03-01,2015,3,396787.57,22020.29,141032.71,7139966.71,736025.71,195015.29,5922246.14,428666.0,27006.29,33082.29,641258.43,11503997.14,137632.14,,,38925.71,123161.71,3583053.71,43865729.0,3936791.86,166077.0,933973.86,427284.43,3635757.71,919540.57,19765381.43,16897407.71,989508.0,58859.14,665023.0,1590023.0,1181487.29,517847.86,91495.0,311405.71,11649336.86,474972.57,2305561.86,17606.0,,124799.29,228873.43,1244551.57,695798.71,759990.71,1057694.29,39731.29,120454.14,66143.86,315982.29,40303.71,50896.43,19030165.29,3997349.29,217838.0,5428847.57,1830392.29,1422894.43,1082228.71,286401.57,6618048.0,68168.29,1670429.0,1477766.57,35086.0,320149.0,4309182.14,,262768.86,5733416.43,576573.0,,,45057.89,,,,0.43,0.15,,,-0.3,
