TIME,year,month,T#AT#IT,T#AU#IT,T#BE#IT,T#CH#IT,T#CY#IT,T#CZ#IT,T#DE#IT,T#DK#IT,T#ES#IT,T#FR#IT,T#GB#IT,T#GR#IT,T#HR#IT,T#HU#IT,T#IL#IT,T#MT#IT,T#NL#IT,T#NO#IT,T#PL#IT,T#PT#IT,T#RO#IT,T#RU#IT,T#SE#IT,T#SI#IT,T#SK#IT,T#TR#IT,T#US#IT,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione
2022-06-01,2022,6,2449164.43,,350927.57,,48893.86,377859.29,12926666.71,88111.57,655212.14,4872576.29,1192703.14,156352.14,212722.0,556930.57,74410.57,74511.29,1942039.57,,921997.29,318570.14,289077.29,,156840.86,641476.14,,120184.86,1373055.86,50201.62,35015.4,49104.96,41284.12,29790.87,103700.22,8.58,7.3,6.33,4.71,7.63,7.03
2022-07-01,2022,7,2602901.14,,348397.0,863281.57,41943.86,458293.43,14044960.0,92357.43,716286.0,5120496.0,1282574.86,156846.0,204000.86,666710.71,87350.0,82499.29,2048747.71,,986122.0,360417.0,318950.43,,172208.0,681193.71,218066.29,104260.43,1302981.86,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-08-01,2022,8,2436699.57,415645.43,342694.14,884445.43,42834.86,450824.14,13274145.14,76182.71,646759.14,4574579.86,1303987.29,153660.57,200800.43,700123.29,87373.57,80555.43,1876736.57,386339.43,891497.57,361262.14,302769.71,,,645469.71,214733.0,123684.57,1223859.14,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-09-01,2022,9,2403085.29,405608.43,375175.86,911555.71,46552.71,448351.71,13225754.43,87545.71,638446.14,4529896.71,1395864.0,138301.71,227653.14,802000.29,72037.57,74242.43,1985114.71,410057.57,870689.29,339881.14,297401.43,,,653090.14,218929.57,118836.43,1197335.29,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-10-01,2022,10,2136094.43,408264.43,371435.57,912167.57,34624.43,382723.14,12608395.86,93829.43,627257.43,4346480.57,1485311.86,144177.57,,809136.14,73379.14,76630.14,2029054.29,410546.29,840316.71,335969.57,272772.14,,,602302.0,205947.86,125209.14,1224331.43,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-11-01,2022,11,1874756.71,391570.57,378658.86,933266.43,38847.86,364403.0,12703971.86,99415.71,625407.71,4492351.71,1581075.57,178991.57,,884648.14,65860.71,76587.43,2025477.86,432260.86,816584.43,334043.71,282754.86,,,567679.86,186914.71,120462.0,1220751.29,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-12-01,2022,12,1990925.71,364722.86,371998.0,688439.0,,339145.71,11801740.71,106057.14,561919.29,4264507.29,1403192.43,196411.29,352167.43,826115.86,72482.43,94144.14,1858184.57,395611.29,790453.29,308288.43,282045.0,,,563391.29,164437.0,131870.0,1204519.71,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2023-01-01,2023,1,1974013.14,332258.86,330103.14,742117.57,,308678.57,11661386.57,95039.29,570825.86,4238213.14,1216232.43,175878.86,336468.57,854284.0,,89028.71,1740106.29,350948.43,704758.14,269530.29,242738.14,,,515860.43,103172.71,107553.86,1000444.43,,,,,,,,,,,,
2023-02-01,2023,2,2015944.0,300275.71,371506.0,847587.57,,231039.0,11616189.43,,566042.43,4345751.71,1180006.71,165813.43,339060.71,806665.71,,95204.57,1716964.71,247928.14,692865.43,248866.43,205832.29,,,474706.57,114135.14,100805.0,961296.0,,,,,,,,,,,,
2023-03-01,2023,3,2245661.0,314547.43,394899.0,1034302.86,,278363.29,12842222.14,,684812.57,5052470.0,1259071.14,184801.57,371279.0,899246.71,,104172.57,1943695.86,241203.0,798562.14,293528.29,214760.29,,162150.14,581606.86,130639.14,110723.86,1046921.14,,,,,,,,,,,,
2023-04-01,2023,4,2102472.57,387387.57,370235.0,1089259.71,,252925.29,12430264.86,,675044.86,5034161.14,1173140.0,215324.57,348292.71,860560.43,,99785.71,1890480.0,221580.14,825597.29,308863.86,193872.57,,149050.86,601578.43,127728.0,100999.86,1050865.0,,,,,,,,,,,,
2023-05-01,2023,5,2230921.14,431206.43,356918.71,1213072.43,,285905.71,12631678.71,,726207.71,5106848.14,1074923.29,206473.29,245684.14,887493.43,,103045.29,1932440.43,220245.86,825146.71,288357.14,203707.86,,137703.86,612153.0,134835.14,104187.14,993850.14,,,,,,,,,,,,
2023-06-01,2023,6,2320851.14,464457.43,387757.29,1313399.57,,290743.29,12676002.29,,760736.71,5104105.86,1077105.0,199573.86,245123.57,789393.14,,93930.29,1972985.71,214769.86,861571.14,294049.86,154061.0,,124006.0,659723.43,136627.86,94609.43,881476.43,,,,,,,,,,,,
2023-07-01,2023,7,2060081.71,483267.29,375815.86,1492916.57,38155.43,288108.29,13197229.0,,862019.0,5323675.0,1195288.86,181657.29,213953.57,835144.57,,84382.86,1998678.0,250823.29,967211.14,307041.86,141136.14,,119402.14,710399.29,127913.71,93964.0,808244.57,,,,,,,,,,,,
2023-08-01,2023,8,1938652.29,530636.29,,1397687.0,48204.0,269013.43,12147919.71,,810654.0,5051472.86,1161219.71,178933.71,223001.71,735501.14,67399.86,81899.0,1867923.57,226757.0,1056045.14,286642.14,131592.29,,117584.29,668963.0,132611.0,117007.57,842166.57,,,,,,,,,,,,
2023-09-01,2023,9,2031433.43,524149.43,328330.14,1350493.0,51949.43,298836.86,11715993.29,127552.71,834857.86,5112878.0,1194406.71,166679.0,230312.29,739631.29,57368.14,69174.14,1828743.29,200064.57,1091739.71,290963.14,140995.57,,109869.57,706799.0,106536.43,127410.29,777421.0,,,,,,,,,,,,
2023-10-01,2023,10,1932367.57,470122.71,325126.86,1349881.86,53639.14,311388.14,11766508.14,93310.0,781353.57,4978464.71,1255642.86,175539.43,228246.29,640570.86,67481.0,53532.14,1837073.14,213767.43,1143397.57,273012.86,157370.71,,112645.71,661107.71,96392.57,119667.14,791232.0,,,,,,,,,,,,
2023-11-01,2023,11,2064428.57,432312.71,337279.57,1376069.29,67438.0,310045.29,12052655.57,80527.71,794358.0,4895411.14,1286125.71,147908.86,240639.14,607314.29,68259.43,53467.71,1721866.14,218016.86,1222411.71,278749.43,171157.71,,115035.57,695589.71,99275.29,165140.57,804454.86,,,,,,,,,,,,
2023-12-01,2023,12,1993139.43,436988.29,311806.86,1267629.71,72074.57,300974.0,11334682.71,81754.29,779722.86,4707401.29,1244700.57,143364.14,238977.14,489252.0,65857.86,42275.71,1587472.14,190549.71,1237918.43,266249.14,143323.57,,115666.57,708082.86,93648.57,173692.29,850163.14,,,,,,,,,,,,
2024-01-01,2024,1,,457626.0,,1252320.0,,,,,,,1163433.57,,,,44740.29,,,151490.57,,,,,,,,,802138.86,,,,,,,,,,,,
